	32hlogFC	42hlogFC	49hlogFC	56hlogFC	66hlogFC	32h	42h	49h	56h	66h
SCO5616	-0,144	-0,427	-1,948	-0,113	-0,235	0,999071	0,618619	0,008956	0,953023	0,888537
SCO5653	1,295	1,596	0,709	0,48	-0,156	0,000986	0,000031	0,036511	0,325692	0,826281
SCO5654	1,329	2,036	1,151	0,487	-0,147	0,001497	0,000003	0,003342	0,359477	0,855245
SCO5658	-0,163	-0,432	-0,892	-1,209	-2,434	0,867059	0,098524	0,001219	0,000057	0
SCO5659	-0,357	-0,458	-0,595	-0,297	-0,935	0,273401	0,052075	0,012115	0,379425	0,000218
SCO5666	0,031	0,174	0,574	0,092	-1,17	0,999071	0,655211	0,070715	0,899566	0,000709
SCO5667	-0,025	-0,22	0,053	-0,145	-1,144	0,999071	0,44674	0,864631	0,760109	0,000069
SCO5668	0,132	-0,062	-0,069	-0,048	-1,259	0,916995	0,850283	0,806052	0,936355	0,000009
SCO5669	0,051	-0,009	0,269	0,015	-1,539	0,999071	0,978486	0,277869	0,981889	0,000001
SCO5670	0,109	-0,165	0,407	0,121	-1,253	0,927551	0,488668	0,046112	0,755558	0,000001
SCO5671	0,007	-0,253	-0,193	0,193	-0,79	0,999071	0,23299	0,346545	0,543022	0,000279
SCO5676	-0,742	1,028	-0,334	0,925	0,301	0,11051	0,00659	0,387319	0,031622	0,596095
SCO5679	-0,853	1,449	-0,44	0,921	0,265	0,108262	0,001122	0,314413	0,070069	0,725931
SCO5684	-0,263	-0,418	-0,841	0,092	-0,342	0,714429	0,184396	0,007288	0,890657	0,372471
SCO5693	0,556	1,601	0,165	0,083	0,183	0,149175	0,000005	0,611345	0,904886	0,730742
SCO5697	0,283	0,163	0,281	0,347	0,474	0,180572	0,361264	0,07562	0,068387	0,004944
SCO5707	-0,337	-0,106	-0,994	-0,581	-0,211	0,311922	0,713239	0,000127	0,027229	0,518087
SCO5709	-0,164	-0,471	-0,684	-0,219	0,141	0,741378	0,018429	0,001344	0,471415	0,664859
SCO5710	0,27	0,352	-0,155	-0,372	-0,892	0,420388	0,10271	0,480955	0,163401	0,000116
SCO5715	0,004	-0,047	-0,876	0,085	-1,507	0,999564	0,912596	0,006885	0,904649	0,000023
SCO5716	-0,163	-0,312	-0,61	-0,184	-1,568	0,786354	0,161508	0,006409	0,598016	0
SCO5717	0,165	-0,192	0,108	0,315	0,461	0,290333	0,08749	0,331398	0,011302	0,000135
SCO5726	-0,817	-0,695	-0,937	-0,725	-0,451	0,005889	0,009127	0,001087	0,016152	0,120362
SCO5734	0,176	0,121	0,068	0,27	0,792	0,892596	0,742805	0,848365	0,562715	0,009151
SCO5741	-0,506	-0,637	-1,05	-0,636	0,08	0,164381	0,025424	0,000695	0,052626	0,908169
SCO5742	-0,709	-1,274	-0,566	-0,312	0,252	0,020021	0,000023	0,032247	0,442224	0,503163
SCO5756	-0,082	1,631	1,682	0,831	0,648	0,990001	0	0	0,002579	0,010734
SCO5757	0,093	0,933	1,366	1,148	0,502	0,999071	0,012923	0,000793	0,006566	0,253468
SCO5770	-0,252	0,798	0,72	1,211	0,704	0,718691	0,006573	0,014513	0,0003	0,019466
SCO5784	0,194	1,165	-0,153	0,423	0,691	0,783189	0,000033	0,57163	0,201294	0,008701
SCO5785	0,283	1,522	0,315	0,488	0,103	0,281318	0	0,083834	0,021682	0,765083
SCO5789	0,892	1,686	0,523	-0,157	0,395	0,197127	0,001644	0,324755	0,892044	0,630019
SCO5790	0,955	1,572	0,716	0,1	0,325	0,104394	0,001417	0,129082	0,933164	0,68458
SCO5795	0,693	0,198	-0,055	-0,197	-0,185	0,008766	0,46156	0,846933	0,610879	0,606353
SCO5798	0,265	-0,159	-0,233	0,554	1,233	0,776713	0,705389	0,519304	0,222053	0,000739
SCO5799	0,163	0,597	-0,075	0,072	-0,158	0,67639	0,001095	0,702471	0,840928	0,531918
SCO5801	0,604	0,714	0,006	-0,055	-0,2	0,060632	0,008874	0,986234	0,936286	0,643313
SCO5803	0,312	1,426	0,767	0,919	0,043	0,663163	0,000076	0,02035	0,014861	0,960481
SCO5814	-0,14	0,053	-0,252	0,007	-0,818	0,918027	0,880748	0,337597	0,991774	0,002477
SCO5818	-0,025	-0,166	-0,48	-0,283	-0,171	0,999071	0,234595	0,000847	0,06849	0,279502
SCO5819	1,978	3,388	1,448	1,197	-0,647	0,000281	0	0,003759	0,026413	0,241405
SCO5826	0,475	1,437	-0,359	-0,014	-1,552	0,638824	0,003681	0,482102	0,990874	0,002372
SCO5827	0,121	0,917	0,105	0,316	-1,121	0,979282	0,005082	0,777661	0,533931	0,001096
SCO5831	0,017	-0,358	-0,435	-0,28	-0,132	0,999071	0,006197	0,001749	0,06737	0,447091
SCO5834	0,003	0,274	-0,861	-0,774	-1,157	0,999564	0,521892	0,019241	0,075932	0,00273
SCO5836	0,441	0,154	0,297	0,302	0,477	0,002324	0,264966	0,020502	0,042019	0,00056
SCO5839	-0,178	1,973	0,847	0,809	0,123	0,910676	0,000001	0,009964	0,026393	0,861276
SCO5840	-1,512	1,011	0,465	0,425	-2,047	0,065126	0,160458	0,525383	0,732669	0,00457
SCO5845	-0,451	-0,722	-0,643	-0,063	-0,08	0,178325	0,005334	0,014047	0,918878	0,894311
SCO5857	0,613	0,643	0,83	0,913	0,903	0,107152	0,038554	0,009231	0,008985	0,005243
SCO5859	0,205	0,116	0,113	0,206	0,661	0,654932	0,651911	0,62569	0,547394	0,003266
SCO5877	-0,341	-0,629	-1,671	-0,946	-0,322	0,870891	0,27928	0,003524	0,172214	0,736708
SCO5878	-0,265	-0,684	-1,878	-1,251	-0,592	0,929988	0,200729	0,000763	0,032892	0,356681
SCO5879	-0,222	-0,61	-1,687	-1,043	-0,425	0,921466	0,158552	0,000261	0,027777	0,446279
SCO5880	-0,583	-0,626	-2,09	-1,157	-0,327	0,621895	0,326069	0,000988	0,099398	0,760677
SCO5883	-0,057	0,029	-2,548	-1,507	-1,031	0,999071	0,970909	0,000074	0,01907	0,089235
SCO5884	0,178	-0,067	-2,492	-1,464	-1,026	0,992952	0,932841	0,000103	0,023722	0,092224
SCO5885	0,18	0,025	-3,789	-1,825	-0,84	0,999071	0,981813	0,000024	0,039696	0,399158
SCO5886	-0,051	0,077	-3,019	-1,678	-0,897	0,999071	0,930684	0,000038	0,020738	0,221549
SCO5887	-0,292	0,222	-2,962	-1,728	-0,539	0,960835	0,797925	0,000099	0,023928	0,593705
SCO5888	-0,487	-0,371	-2,765	-1,611	-0,624	0,729894	0,576705	0,000026	0,011854	0,391923
SCO5889	0,558	-0,302	-4,311	-2,264	-0,366	0,907753	0,814867	0,000108	0,04712	0,867514
SCO5890	0,257	-0,355	-3,158	-1,674	-0,659	0,965542	0,622334	0,00001	0,014517	0,398985
SCO5891	0,05	0,079	-3,152	-1,764	-0,812	0,999071	0,918837	0,000004	0,005243	0,203913
SCO5892	0,004	-0,09	-2,228	-1,404	-0,639	0,999564	0,880171	0,000013	0,004162	0,195439
SCO5893	-0,082	-0,01	-3,209	-1,682	-0,745	0,999071	0,991527	0,000005	0,010895	0,288218
SCO5894	0,243	0,146	-2,766	-1,691	-0,81	0,961047	0,846645	0,000023	0,007581	0,206299
SCO5895	0,252	0,109	-3,814	-1,781	-0,657	0,982613	0,910859	0,000006	0,024478	0,497946
SCO5896	0,235	0,159	-3,172	-1,814	-0,762	0,968941	0,832185	0,000004	0,004162	0,247056
SCO5897	0,174	0,049	-3,218	-1,954	-0,873	0,990441	0,94977	0,000002	0,00136	0,144916
SCO5898	0,268	0,798	-3,387	-2,295	-0,965	0,934714	0,147642	0,000001	0,000183	0,09017
SCO5899	0,363	0,617	-2,725	-1,713	-0,855	0,746403	0,18252	0,000001	0,000658	0,069575
SCO5906	-0,275	-0,977	-0,471	-0,195	0,086	0,690909	0,001814	0,116515	0,721164	0,909521
SCO5926	-0,095	-0,413	-1,166	0,016	-0,247	0,999071	0,25099	0,001366	0,986157	0,644849
SCO5929	-0,268	-0,484	-0,159	-0,306	-0,416	0,32276	0,00947	0,406853	0,210225	0,031248
SCO5940	-0,566	-1,1	-0,73	-0,355	-0,466	0,022106	0,00001	0,001749	0,21682	0,041159
SCO5953	-0,423	-0,589	-0,455	-0,345	-0,295	0,077767	0,003727	0,02176	0,17759	0,193093
SCO5954	0,026	-0,465	-0,204	-0,096	-0,171	0,999071	0,002323	0,167606	0,717366	0,366178
SCO5965	0,549	2,301	1,668	-0,099	0,055	0,395356	0,000003	0,000294	0,921298	0,959142
SCO5966	0,05	0,465	0,707	0,664	0,434	0,999071	0,022291	0,001223	0,003583	0,040477
SCO5976	3,249	3,961	3,692	3,733	3,744	0	0	0	0	0
SCO5977	2,116	1,996	2,251	2,781	2,048	0	0	0	0	0
SCO5978	0,134	0,466	0,1	0,318	-0,665	0,91202	0,056958	0,70969	0,358643	0,008061
SCO5982	-0,868	-1,377	-0,573	-0,675	-0,021	0,031137	0,000215	0,095361	0,114765	0,983135
SCO5990	2,066	0,892	-0,175	0,11	-0,125	0,000011	0,019923	0,674828	0,898279	0,887548
SCO5991	0,307	0,049	0,208	0,379	0,598	0,260349	0,853278	0,292458	0,117578	0,00351
SCO5998	0,261	1,014	0,507	0,085	0,093	0,620451	0,000221	0,045462	0,878504	0,872134
SCO6003	-0,241	-0,405	-0,408	-0,096	-0,057	0,21376	0,005337	0,006509	0,701007	0,85759
SCO6004	0,082	0,229	0,768	0,388	0,621	0,987017	0,389551	0,002549	0,220227	0,012352
SCO6014	0,663	1,722	0,423	-0,175	-0,761	0,064855	0,000002	0,158279	0,755595	0,015507
SCO6018	-0,025	-0,481	-0,384	-0,233	-0,074	0,999071	0,001024	0,008569	0,208125	0,784445
SCO6019	-0,522	-0,36	-0,586	-0,231	0,019	0,037761	0,106073	0,008959	0,495293	0,97531
SCO6024	-0,171	-0,523	-0,346	0,152	0,159	0,649522	0,003757	0,046346	0,598323	0,525824
SCO6029	2,696	3,526	1,84	1,287	0,261	0,000036	0	0,001558	0,038919	0,807158
SCO6052	0,632	0,687	0,54	0,038	0,182	0,011785	0,002545	0,016378	0,9484	0,585615
SCO6054	-0,313	-0,081	-0,305	0,02	-1,617	0,665369	0,859266	0,372084	0,981349	0,000022
SCO6055	-0,429	0,581	0,108	0,352	-1,953	0,6759	0,234175	0,845872	0,648808	0,000125
SCO6059	0,364	2,828	0,695	0,496	-0,029	0,856301	0,000009	0,20673	0,57744	0,984724
SCO6068	-0,128	-0,647	-0,59	-0,136	0,237	0,859566	0,001363	0,004418	0,686786	0,334648
SCO6069	-0,104	-0,773	-0,321	-0,144	0,136	0,94672	0,000708	0,139421	0,709006	0,72148
SCO6073	0,292	0,512	-0,578	-0,744	-1,936	0,624009	0,088473	0,044146	0,026358	0
SCO6083	-0,414	-0,905	-0,819	-0,36	-0,275	0,191376	0,000355	0,001535	0,278229	0,366127
SCO6091	-0,704	-0,63	-1,07	-0,328	-0,071	0,150172	0,108196	0,007098	0,597221	0,946896
SCO6109	-0,33	-0,553	-0,223	-0,224	0,086	0,232532	0,007005	0,274609	0,474584	0,842197
SCO6112	-0,566	-0,278	0,835	0,019	-0,168	0,083164	0,351678	0,00355	0,97908	0,72148
SCO6118	-0,169	-0,513	-0,164	-0,17	0,158	0,608148	0,002402	0,328628	0,509642	0,489779
SCO6122	-1,045	-0,142	-0,14	-0,481	-0,447	0,006123	0,73943	0,711949	0,31402	0,269533
SCO6131	0,039	-0,815	-0,648	0,002	0,563	0,999071	0,001263	0,010111	0,997773	0,027013
SCO6133	-0,285	-0,767	-0,261	-0,018	0,478	0,480473	0,001602	0,270198	0,976952	0,05547
SCO6145	0,182	0,369	0,721	0,55	1,401	0,974947	0,482318	0,108974	0,42225	0,003507
SCO6155	0,057	0,917	0,037	-0,152	-0,197	0,999071	0,002809	0,922386	0,797192	0,700855
SCO6156	-0,09	0,362	-0,269	-0,38	-1,432	0,999071	0,322734	0,442388	0,459028	0,000116
SCO6159	0,801	0,982	0,788	0,262	0,288	0,009517	0,000603	0,006177	0,549965	0,43168
SCO6160	0,149	1,275	0,384	0,239	0,061	0,994786	0,0098	0,453132	0,803515	0,962634
SCO6162	0,426	2,574	0,943	0,414	0,222	0,650243	0,000002	0,030532	0,556944	0,796553
SCO6163	0,153	1,545	0,191	0,211	0,072	0,976183	0,000236	0,659943	0,780404	0,947298
SCO6164	0,182	6,492	3,553	1,798	0,048	0,999071	0	0,000125	0,063074	0,983653
SCO6165	0,201	4,065	2,43	0,365	-0,21	0,999071	0,000006	0,003062	0,811355	0,911061
SCO6166	0,062	2,311	1,306	0,01	-0,14	0,999071	0,000071	0,015607	0,995028	0,915701
SCO6170	0,235	0,543	0,633	0,282	0,093	0,548784	0,011151	0,004703	0,356869	0,835684
SCO6180	0,225	1,275	1,786	1,779	1,527	0,571611	0,000001	0	0	0
SCO6181	0,047	0,777	1,267	1,303	1,058	0,999071	0,001491	0,000009	0,000008	0,000071
SCO6182	0,148	0,396	0,682	1,108	0,695	0,821787	0,060769	0,002187	0,000012	0,001564
SCO6183	0,325	0,084	1,086	1,551	1,017	0,492025	0,817142	0,00037	0,000005	0,00059
SCO6185	0,361	1,704	2,092	1,867	1,2	0,341283	0	0	0	0,000034
SCO6186	0,592	0,846	1,2	0,942	0,746	0,148154	0,008877	0,000646	0,0095	0,025245
SCO6187	0,313	0,338	0,943	0,896	0,213	0,573346	0,286427	0,002509	0,006839	0,651664
SCO6188	0,087	0,44	0,826	0,766	0,627	0,990001	0,111416	0,00373	0,011445	0,023909
SCO6193	-0,144	-0,404	-0,117	-0,022	0,025	0,590446	0,003972	0,411417	0,950978	0,947298
SCO6195	0,443	1,46	0,136	-0,585	-0,363	0,620451	0,001363	0,789047	0,356869	0,583234
SCO6196	0,302	0,936	0,114	-0,4	-0,494	0,728998	0,009183	0,781282	0,461825	0,232354
SCO6201	1,001	1,474	2,049	2,131	2,226	0,000164	0	0	0	0
SCO6203	0,746	0,81	0,989	0,596	0,68	0,048474	0,01265	0,003788	0,139771	0,045474
SCO6204	0,631	2,293	1,122	0,938	0,674	0,382163	0,000014	0,016744	0,091751	0,206793
SCO6205	0,844	1,193	1,238	1,407	1,455	0,003429	0,00003	0,000031	0,000008	0,000003
SCO6206	1,375	2,419	2,192	2,44	2,256	0,000087	0	0	0	0
SCO6219	0,158	-0,276	0,291	0,537	0,882	0,849674	0,276226	0,214803	0,050663	0,000506
SCO6220	0,201	-0,225	0,342	0,508	0,732	0,656084	0,330181	0,098045	0,036126	0,001054
SCO6224	-0,567	-0,964	-0,833	-0,313	-0,363	0,049281	0,00022	0,001637	0,385063	0,196414
SCO6225	-0,896	-1,291	-0,801	-0,37	-0,098	0,008702	0,000087	0,010368	0,411368	0,889535
SCO6233	-0,288	-0,796	-0,352	-0,18	-0,13	0,446951	0,000967	0,122051	0,63887	0,760321
SCO6234	-0,12	-0,366	-0,059	-0,121	0,042	0,651057	0,003858	0,666386	0,539972	0,882873
SCO6244	-0,034	-0,374	-0,876	-0,221	0,001	0,999071	0,25099	0,006166	0,667952	0,998937
SCO6264	-1,497	-0,618	0,197	0,054	0,779	0,000006	0,019807	0,470954	0,933978	0,004284
SCO6265	-2,811	-2,014	-0,105	-0,404	0,174	0,00011	0,001529	0,891485	0,710934	0,909614
SCO6266	-2,325	-1,015	-0,516	0,074	-0,273	0,001307	0,128594	0,436719	0,965863	0,837053
SCO6267	-1,908	-0,788	-0,385	-0,052	-0,315	0,006084	0,230192	0,560876	0,975216	0,793175
SCO6268	-1,584	-0,986	2,177	-0,071	1,347	0,04548	0,163584	0,002607	0,968623	0,061687
SCO6272	-1,808	-1,226	1,963	-0,236	1,908	0,030083	0,100835	0,008948	0,880594	0,011396
SCO6273	-0,927	-0,682	1,818	-0,014	1,294	0,197665	0,237064	0,001798	0,992452	0,021337
SCO6274	-1,315	-0,673	2,113	-0,035	1,652	0,083164	0,326241	0,001708	0,983121	0,011282
SCO6275	-1,346	-0,839	2,069	-0,072	1,653	0,13077	0,270748	0,005485	0,969501	0,024945
SCO6276	-6,887	-5,268	3,647	0,298	4,271	0,001517	0,006581	0,052064	0,95317	0,033386
SCO6277	-4,537	-3,607	3,648	-0,137	3,576	0,009966	0,022291	0,020201	0,974072	0,028562
SCO6278	-4,576	-3,63	3,402	-0,032	3,239	0,004095	0,011007	0,017767	0,993428	0,028562
SCO6279	-5,725	-4,445	3,616	-0,114	3,859	0,001743	0,006586	0,024513	0,978726	0,021656
SCO6280	-3,844	-3,445	1,115	-0,096	1,28	0,000608	0,000721	0,257346	0,969962	0,272974
SCO6282	-7,362	-6,212	1,849	-0,129	2,476	0,000622	0,001202	0,337134	0,978878	0,264165
SCO6283	-4,409	-3,832	1,995	-0,515	2,354	0,001497	0,002049	0,097642	0,832513	0,068912
SCO6284	-3,746	-2,685	2,037	-0,958	1,744	0,000528	0,005303	0,029185	0,517743	0,085798
SCO6285	-1,478	-1,566	2,15	-0,134	1,411	0,107867	0,037002	0,005939	0,944351	0,077012
SCO6286	-3,686	-2,469	1,924	0,037	2,272	0,001455	0,016368	0,054139	0,989813	0,033386
SCO6287	-0,306	-0,632	1,132	-0,108	0,32	0,775444	0,119032	0,005876	0,903335	0,585648
SCO6288	-1,99	-1,204	2,716	0,108	1,677	0,020998	0,124476	0,001042	0,956987	0,033742
SCO6289	-0,289	-0,174	0,595	0,022	0,497	0,390628	0,480186	0,008073	0,969503	0,027207
SCO6292	-0,441	-0,68	1,105	-0,08	0,803	0,445789	0,056809	0,00313	0,926879	0,028906
SCO6293	-0,397	-0,601	0,812	-0,005	0,641	0,394271	0,045925	0,008712	0,995243	0,040946
SCO6295	-0,629	-0,446	-0,601	-0,658	-0,398	0,000259	0,003246	0,000281	0,000145	0,010192
SCO6305	0,279	-0,269	0,217	0,21	0,644	0,415962	0,240109	0,321281	0,537145	0,004262
SCO6315	-0,131	0,427	-0,66	-1,304	-1,608	0,999071	0,523877	0,25398	0,053188	0,007538
SCO6321	-0,158	-0,246	-0,424	0,011	-0,065	0,566194	0,103673	0,005979	0,976952	0,833512
SCO6324	2,173	2,867	1,201	0,53	0,205	0,000179	0,000002	0,01684	0,495868	0,849887
SCO6326	0,287	-0,334	0,473	1,064	1,331	0,842708	0,489105	0,262798	0,027229	0,002635
SCO6330	0,233	0,013	0,646	0,713	0,647	0,645056	0,969103	0,008779	0,008189	0,009053
SCO6332	-0,099	-0,641	-1,022	-0,163	-0,346	0,993236	0,043659	0,002396	0,787774	0,395726
SCO6349	-0,231	-0,69	-0,001	-0,182	-0,145	0,67748	0,006388	0,998634	0,666963	0,748126
SCO6359	0,296	0,182	0,468	0,41	0,023	0,144779	0,291334	0,005258	0,02481	0,956458
SCO6372	-0,262	-0,303	-2,063	-0,718	-0,577	0,961323	0,681092	0,001532	0,428766	0,492901
SCO6373	0,078	0,601	0,991	1,3	0,725	0,976183	0,003416	0,000025	0,000001	0,000748
SCO6374	0,308	0,962	1,53	1,543	1,153	0,509342	0,000591	0,000004	0,000004	0,000099
SCO6375	0,268	3,302	3,297	2,668	1,899	0,784985	0	0	0	0,000005
SCO6380	-0,264	0,466	1,215	0,098	-0,029	0,414261	0,022681	0,000002	0,806014	0,957083
SCO6381	0,126	0,602	0,834	0,136	-0,047	0,949953	0,027058	0,00355	0,795897	0,949668
SCO6382	-0,75	-1,223	-1,286	-0,354	0,791	0,125522	0,002201	0,002107	0,573166	0,05547
SCO6387	-0,021	-0,064	-0,62	-0,417	-0,642	0,999071	0,8323	0,008599	0,143807	0,007155
SCO6393	0,586	1,083	0,264	0,293	-0,891	0,330987	0,008552	0,545267	0,673355	0,037606
SCO6399	-0,693	-0,181	-0,867	-0,357	-0,911	0,08191	0,647212	0,010634	0,484797	0,007963
SCO6407	0,115	0,092	0,02	-0,072	-0,364	0,486021	0,393909	0,869034	0,657975	0,000482
SCO6408	0,387	1,533	1,505	1,15	0,649	0,007109	0	0	0	0,000013
SCO6412	0,371	0,246	0,139	-0,129	-1,077	0,336608	0,400821	0,621097	0,800163	0,000162
SCO6413	0,296	0,033	0,229	0,218	-0,614	0,303153	0,903874	0,25102	0,478723	0,003395
SCO6414	0,89	0,896	0,125	-0,332	-2,839	0,087822	0,037529	0,80232	0,641004	0
SCO6415	0,047	0,247	0,18	-0,312	-2,385	0,999071	0,450024	0,555401	0,479911	0
SCO6416	0,254	0,556	0,248	-0,272	-2,705	0,697635	0,05323	0,398674	0,547988	0
SCO6417	0,073	0,334	0,115	-0,182	-2,772	0,999071	0,260206	0,709759	0,709395	0
SCO6418	0,074	-0,604	-0,335	-0,088	-0,134	0,979835	0,002985	0,085318	0,825235	0,687713
SCO6421	-0,161	-0,092	-0,527	-0,845	-0,881	0,890571	0,789225	0,04383	0,005454	0,001754
SCO6422	0,286	0,204	-0,11	-0,646	-0,67	0,455981	0,437128	0,664141	0,014027	0,005534
SCO6424	-0,119	1,017	0,13	0,402	-0,043	0,953993	0,000266	0,650287	0,26502	0,953499
SCO6438	-0,219	-0,643	-0,383	-0,71	0,32	0,356193	0,000129	0,015419	0,000104	0,052568
SCO6440	-0,57	-0,117	-0,657	-1,47	-1,985	0,408323	0,842569	0,127059	0,002864	0,000055
SCO6441	-0,012	-0,256	-0,528	-0,707	-1,397	0,999071	0,569001	0,163388	0,138136	0,000655
SCO6442	0,109	-0,17	-0,304	-0,125	-0,969	0,990001	0,670829	0,371475	0,856469	0,004998
SCO6456	-1,67	-1,226	-0,499	-0,416	-0,07	0,000005	0,000092	0,078175	0,307395	0,923218
SCO6459	-0,28	-0,569	-0,579	-0,564	-0,209	0,314299	0,003502	0,004219	0,009191	0,399991
SCO6469	0,528	0,928	0,418	0,115	0,647	0,263063	0,006702	0,214924	0,873464	0,073096
SCO6470	0,908	1,227	0,762	0,527	1,112	0,016606	0,000453	0,022113	0,243772	0,001631
SCO6471	1,014	1,482	0,743	0,532	1,316	0,085993	0,002874	0,121154	0,478723	0,009436
SCO6472	0,314	1,801	1,514	0,757	0,603	0,556241	0,000001	0,00001	0,021736	0,047653
SCO6473	0,406	3,286	2,21	1,445	1,139	0,621895	0	0,000006	0,001669	0,007329
SCO6481	-0,123	1,165	1,512	1,662	0,999	0,986839	0,001478	0,00016	0,000072	0,007117
SCO6486	0,153	-0,729	-0,411	-0,33	0,073	0,702904	0,000096	0,016725	0,111784	0,838321
SCO6488	0,072	-0,568	-0,335	-0,013	-0,041	0,987593	0,007822	0,107073	0,981269	0,944318
SCO6490	0,161	-0,435	-0,007	-0,034	0,082	0,226166	0,00005	0,95536	0,871004	0,569267
SCO6491	-0,215	-0,328	-0,506	-0,213	-0,018	0,281628	0,021114	0,000988	0,275346	0,96227
SCO6495	0,147	1,358	1,965	2,475	2,261	0,882219	0,000002	0	0	0
SCO6496	-0,087	0,463	0,982	1,393	1,192	0,974729	0,034134	0,000072	0,000001	0,000004
SCO6497	0,221	1,081	1,113	1,388	1,811	0,672563	0,000035	0,000042	0,000003	0
SCO6498	0,177	0,122	0,812	1,079	0,894	0,800998	0,671534	0,001532	0,00011	0,00049
SCO6499	0,185	0,799	1,259	1,507	2,42	0,990001	0,169583	0,022945	0,017715	0,000096
SCO6500	0,163	0,669	1,206	1,464	2,244	0,973489	0,108377	0,004418	0,00127	0,000004
SCO6501	0,196	0,72	0,843	1,014	1,662	0,836283	0,01125	0,004591	0,001484	0,000002
SCO6502	0,263	0,787	0,602	0,923	1,691	0,879113	0,068319	0,15199	0,065087	0,000252
SCO6503	0,126	0,396	0,521	0,767	0,966	0,977816	0,271168	0,113999	0,049272	0,005779
SCO6504	0,323	0,781	0,777	1,201	1,91	0,721526	0,038834	0,035306	0,004738	0,000013
SCO6505	-0,077	0,408	0,768	1,036	1,3	0,999071	0,183312	0,010828	0,001759	0,000074
SCO6506	0,172	-0,088	0,42	0,645	1,143	0,859566	0,796079	0,104313	0,033089	0,000101
SCO6507	-0,375	-0,076	-0,44	0,416	0,955	0,390628	0,839785	0,108735	0,284141	0,001256
SCO6510	-0,918	-0,856	-0,911	-0,463	-0,002	0,002545	0,001907	0,001709	0,182537	0,997692
SCO6513	0,033	0,398	0,944	1,258	0,892	0,999071	0,281797	0,008196	0,001225	0,012613
SCO6515	0,398	2,236	2,812	3,455	3,574	0,404757	0	0	0	0
SCO6516	0,476	2,444	2,769	3,204	3,218	0,519591	0,000001	0	0	0
SCO6520	1,035	1,651	1,556	0,861	0,559	0,006256	0,000015	0,000051	0,025015	0,132335
SCO6521	0,023	1,226	0,717	0,436	0,153	0,999071	0,000016	0,006606	0,178675	0,734072
SCO6523	0,666	0,943	0,329	0,054	-0,371	0,017972	0,000321	0,182555	0,930041	0,189671
SCO6524	0,022	-0,206	-0,932	-0,016	0,059	0,999071	0,601513	0,007165	0,986656	0,949271
SCO6525	-0,136	-0,234	-0,655	-0,065	-0,009	0,906761	0,376617	0,008236	0,906063	0,989726
SCO6531	-0,321	-0,459	-0,85	-0,392	-0,144	0,272753	0,030198	0,000277	0,133013	0,679229
SCO6538	-0,063	-0,239	0,031	-0,023	0,33	0,911511	0,036788	0,816228	0,934611	0,005433
SCO6543	-0,015	0,052	-1,082	-1,158	-1,82	0,999071	0,936786	0,018715	0,027454	0,000269
SCO6562	-0,243	-0,698	0,215	0,189	0,125	0,669927	0,007771	0,426347	0,666794	0,809623
SCO6565	-0,488	-0,923	-0,088	-0,158	0,19	0,136332	0,000627	0,767167	0,734773	0,647409
SCO6566	-0,328	-0,326	-0,507	-0,108	-0,508	0,030968	0,014306	0,000502	0,621723	0,000379
SCO6581	-0,236	-0,331	-0,456	-0,117	-0,105	0,307616	0,039463	0,00631	0,665058	0,698568
SCO6609	-0,182	-0,025	-0,168	-0,336	-1,104	0,836283	0,947522	0,547498	0,381106	0,000136
SCO6621	0,265	-0,063	0,323	0,765	0,981	0,554708	0,849029	0,180948	0,005472	0,000218
SCO6626	-0,178	-0,595	-0,247	-0,069	-0,002	0,432017	0,000086	0,070597	0,801082	0,995919
SCO6636	-0,021	-0,301	-0,464	-0,233	-0,097	0,999071	0,053983	0,004418	0,272835	0,717319
SCO6637	0,575	1,035	0,162	0,058	-0,08	0,311799	0,00889	0,712065	0,955852	0,939481
SCO6638	0,579	1,091	0,129	0,014	0,059	0,291378	0,005001	0,769693	0,989861	0,954727
SCO6644	-0,008	-0,511	-0,457	-0,418	-0,112	0,999071	0,009287	0,018942	0,068865	0,750141
SCO6656	-0,035	-0,256	-0,66	-0,327	-0,486	0,999071	0,340082	0,008956	0,354801	0,061061
SCO6667	-0,063	-0,258	-0,673	-0,113	-0,205	0,990441	0,211129	0,001465	0,757879	0,433921
SCO6676	0,422	1,054	0,484	0,527	0,283	0,501723	0,004163	0,177634	0,299978	0,612556
SCO6682	-2,158	-0,491	-0,152	-1,645	-1,481	0,004356	0,532369	0,85354	0,033932	0,036327
SCO6685	-0,57	-0,394	-1,116	-0,741	-0,697	0,090975	0,17701	0,000293	0,019177	0,015573
SCO6691	0,106	0,173	0,342	0,284	1,062	0,982613	0,619837	0,240858	0,537512	0,000696
SCO6693	-0,418	-0,65	-0,175	0,002	-0,242	0,197665	0,008403	0,497412	0,998342	0,471045
SCO6696	-0,053	-0,1	-0,169	-0,218	-0,39	0,974729	0,516756	0,204421	0,216294	0,00504
SCO6706	0,271	1,266	1,843	1,669	1,397	0,408255	0,000001	0	0	0
SCO6709	0,181	0,563	0,214	0,159	-0,165	0,702358	0,006411	0,299914	0,639832	0,592717
SCO6715	-0,505	0,203	-0,231	0,671	2,427	0,817121	0,827959	0,774628	0,549195	0,001106
SCO6716	-0,031	-0,012	-0,316	0,27	1,108	0,999071	0,981824	0,409363	0,665215	0,004216
SCO6722	-0,131	-1,358	0,14	0,384	0,563	0,999071	0,006337	0,807578	0,639184	0,367354
