gene	logFC	FDR
SVEN_7440	-0,09	0,5624838
SVEN_6079	-0,09	0,5644036
SVEN_6615	-0,09	0,5652737
SVEN_4503	-0,09	0,579181
SVEN_6089	-0,09	0,5871483
SVEN_3590	-0,09	0,5933854
SVEN_6860	-0,09	0,598615
SVEN_3902	-0,09	0,6222364
SVEN_2243	-0,09	0,6354757
SVEN_6139	-0,09	0,6422655
SVEN_2564	-0,09	0,6519756
SVEN_3877	-0,09	0,6523942
SVEN_1492	-0,09	0,6584256
SVEN_5934	-0,09	0,6622384
SVEN_3452	-0,09	0,6814792
SVEN_0913	-0,09	0,6886531
SVEN_3828	-0,09	0,6921549
SVEN_4421	-0,09	0,705029
SVEN_2325	-0,09	0,7109929
SVEN_0253	-0,09	0,7131719
SVEN_2289	-0,09	0,7137278
SVEN_2378	-0,09	0,7214383
SVEN_6562	-0,09	0,7238674
SVEN_4635	-0,09	0,7272003
SVEN_5460	-0,09	0,7902271
SVEN_6711	-0,09	0,7927351
SVEN_0862	-0,09	0,8197055
SVEN_0298	-0,09	0,8236353
SVEN_5440	-0,09	0,8672054
SVEN_4653	-0,09	0,8745569
SVEN_4438	-0,09	0,8783532
SVEN_3979	-0,09	0,8799748
SVEN_1350	-0,09	0,8841753
SVEN_5129	-0,09	0,8872177
SVEN_1659	-0,09	0,8900847
SVEN_6274	-0,09	0,9057036
SVEN_4797	-0,1	0,1744276
SVEN_1731	-0,1	0,1945904
SVEN_5022	-0,1	0,2139408
SVEN_1729	-0,1	0,2213242
SVEN_3600	-0,1	0,222096
SVEN_1740	-0,1	0,2225058
SVEN_1827	-0,1	0,2256284
SVEN_3965	-0,1	0,22593
SVEN_0822	-0,1	0,2291937
SVEN_4587	-0,1	0,23387
SVEN_3211	-0,1	0,2339247
SVEN_4415	-0,1	0,244541
SVEN_6436	-0,1	0,2608792
SVEN_5402	-0,1	0,2616911
SVEN_1780	-0,1	0,2653252
SVEN_2375	-0,1	0,266964
SVEN_0100	-0,1	0,275089
SVEN_1559	-0,1	0,2773505
SVEN_5389	-0,1	0,2775187
SVEN_3158	-0,1	0,2835948
SVEN_2332	-0,1	0,2858885
SVEN_5024	-0,1	0,287997
SVEN_1114	-0,1	0,291357
SVEN_2343	-0,1	0,2917107
SVEN_2746	-0,1	0,2963141
SVEN_3700	-0,1	0,2981708
SVEN_5776	-0,1	0,3014829
SVEN_1459	-0,1	0,3043978
SVEN_4627	-0,1	0,3077724
SVEN_3652	-0,1	0,3167316
SVEN_2717	-0,1	0,3193407
SVEN_2727	-0,1	0,3201754
SVEN_2287	-0,1	0,3268375
SVEN_4290	-0,1	0,3323144
SVEN_6576	-0,1	0,334627
SVEN_1259	-0,1	0,3385217
SVEN_4917	-0,1	0,3417578
SVEN_3220	-0,1	0,3473208
SVEN_1403	-0,1	0,356938
SVEN_4407	-0,1	0,3571701
SVEN_2517	-0,1	0,3571992
SVEN_7118	-0,1	0,3607762
SVEN_4819	-0,1	0,3650724
SVEN_5965	-0,1	0,3681255
SVEN_4260	-0,1	0,3702966
SVEN_3666	-0,1	0,3745753
SVEN_4321	-0,1	0,3846872
SVEN_6343	-0,1	0,3995106
SVEN_2633	-0,1	0,411788
SVEN_4714	-0,1	0,4124835
SVEN_7072	-0,1	0,42984
SVEN_0405	-0,1	0,4330218
SVEN_2578	-0,1	0,4393107
SVEN_2930	-0,1	0,4461876
SVEN_1570	-0,1	0,449639
SVEN_3810	-0,1	0,450709
SVEN_1537	-0,1	0,4519173
SVEN_1588	-0,1	0,4525959
SVEN_1645	-0,1	0,4688378
SVEN_1885	-0,1	0,4699364
SVEN_3258	-0,1	0,4747312
SVEN_4949	-0,1	0,4782817
SVEN_5419	-0,1	0,4800605
SVEN_3237	-0,1	0,4912424
SVEN_2063	-0,1	0,5039975
SVEN_3791	-0,1	0,5043275
SVEN_1964	-0,1	0,504875
SVEN_3195	-0,1	0,5083935
SVEN_5156	-0,1	0,5102839
SVEN_1855	-0,1	0,5115685
SVEN_1242	-0,1	0,5199718
SVEN_3442	-0,1	0,5201479
SVEN_1611	-0,1	0,5252288
SVEN_5152	-0,1	0,536524
SVEN_1352	-0,1	0,5385754
SVEN_1640	-0,1	0,5458977
SVEN_1929	-0,1	0,5492215
SVEN_5221	-0,1	0,5529053
SVEN_1375	-0,1	0,5636783
SVEN_6972	-0,1	0,576211
SVEN_5406	-0,1	0,5856215
SVEN_7265	-0,1	0,5901145
SVEN_7256	-0,1	0,5937119
SVEN_2822	-0,1	0,6055855
SVEN_4013	-0,1	0,6081797
SVEN_1629	-0,1	0,6100061
SVEN_2924	-0,1	0,6305261
SVEN_6542	-0,1	0,634676
SVEN_6383	-0,1	0,6398309
SVEN_4654	-0,1	0,6450141
SVEN_3622	-0,1	0,6453843
SVEN_4662	-0,1	0,6525253
SVEN_6547	-0,1	0,6611104
SVEN_4053	-0,1	0,6982113
SVEN_1039	-0,1	0,708244
SVEN_6804	-0,1	0,7243308
SVEN_3942	-0,1	0,7604548
SVEN_4191	-0,1	0,7618573
SVEN_6138	-0,1	0,7725881
SVEN_5447	-0,1	0,7732375
SVEN_0333	-0,1	0,7742881
SVEN_7200	-0,1	0,7787222
SVEN_t15	-0,1	0,7835206
SVEN_3490	-0,1	0,7968225
SVEN_2587	-0,1	0,8341288
SVEN_2539	-0,1	0,8232677
SVEN_6431	-0,1	0,8306449
SVEN_7396	-0,1	0,8370877
SVEN_0912	-0,1	0,8387725
SVEN_0868	-0,1	0,8477247
SVEN_7111	-0,1	0,8483107
SVEN_4783	-0,1	0,8579765
SVEN_5685	-0,1	0,8733796
SVEN_2091	-0,1	0,9166345
SVEN_0021	-0,1	0,9276749
SVEN_3263	-0,11	0,1785219
SVEN_1749	-0,11	0,1852092
SVEN_1826	-0,11	0,1913517
SVEN_3669	-0,11	0,1974031
SVEN_1777	-0,11	0,2186572
SVEN_1146	-0,11	0,2214644
SVEN_4553	-0,11	0,2374549
SVEN_4162	-0,11	0,2376231
SVEN_2962	-0,11	0,2393336
SVEN_1552	-0,11	0,2417917
SVEN_2360	-0,11	0,2447857
SVEN_3651	-0,11	0,2538481
SVEN_2673	-0,11	0,2543101
SVEN_2043	-0,11	0,2569259
SVEN_4394	-0,11	0,2647757
SVEN_4758	-0,11	0,2798097
SVEN_1708	-0,11	0,2799163
SVEN_0371	-0,11	0,2874739
SVEN_3307	-0,11	0,2892885
SVEN_3214	-0,11	0,300585
SVEN_1951	-0,11	0,3086357
SVEN_1762	-0,11	0,3100829
SVEN_4393	-0,11	0,328355
SVEN_0853	-0,11	0,3389695
SVEN_0369	-0,11	0,3534067
SVEN_5090	-0,11	0,3555732
SVEN_1013	-0,11	0,3574427
SVEN_6840	-0,11	0,3658653
SVEN_6303	-0,11	0,3667893
SVEN_2608	-0,11	0,371189
SVEN_3520	-0,11	0,3721583
SVEN_2522	-0,11	0,3843625
SVEN_6665	-0,11	0,3907184
SVEN_4602	-0,11	0,3918198
SVEN_5303	-0,11	0,3971927
SVEN_5556	-0,11	0,4073223
SVEN_2168	-0,11	0,4092597
SVEN_2947	-0,11	0,4323135
SVEN_6967	-0,11	0,4433477
SVEN_6325	-0,11	0,4460765
SVEN_6022	-0,11	0,4466466
SVEN_0104	-0,11	0,4779251
SVEN_4027	-0,11	0,4876546
SVEN_1592	-0,11	0,4972347
SVEN_4487	-0,11	0,4975298
SVEN_0849	-0,11	0,5032892
SVEN_1106	-0,11	0,5094642
SVEN_4830	-0,11	0,5134208
SVEN_3681	-0,11	0,5189006
SVEN_2570	-0,11	0,5520209
SVEN_3545	-0,11	0,5671146
SVEN_1326	-0,11	0,5774952
SVEN_6594	-0,11	0,5798021
SVEN_0863	-0,11	0,593125
SVEN_0126	-0,11	0,594287
SVEN_1289	-0,11	0,6054084
SVEN_6483	-0,11	0,6217191
SVEN_6514	-0,11	0,6792155
SVEN_7178	-0,11	0,6802816
SVEN_6288	-0,11	0,7209917
SVEN_6255	-0,11	0,723519
SVEN_4957	-0,11	0,7243679
SVEN_0986	-0,11	0,7253356
SVEN_2418	-0,11	0,7348999
SVEN_4106	-0,11	0,7463752
SVEN_3014	-0,11	0,7618982
SVEN_5989	-0,11	0,7788754
SVEN_4192	-0,11	0,7861524
SVEN_1488	-0,11	0,7963085
SVEN_0979	-0,11	0,8078821
SVEN_6113	-0,11	0,7816292
SVEN_0538	-0,11	0,8089833
SVEN_0096	-0,11	0,8188772
SVEN_3311	-0,11	0,8400101
SVEN_4902	-0,11	0,8428855
SVEN_5792	-0,11	0,8445894
SVEN_6512	-0,11	0,8548708
SVEN_5414	-0,11	0,8581605
SVEN_5616	-0,11	0,8673691
SVEN_6187	-0,11	0,8933263
SVEN_1380	-0,11	0,9151358
SVEN_3880	-0,11	0,9157234
SVEN_2376	-0,12	0,06747596
SVEN_2778	-0,12	0,07731125
SVEN_2754	-0,12	0,07770644
SVEN_4694	-0,12	0,09031897
SVEN_3309	-0,12	0,09164355
SVEN_1896	-0,12	0,1007486
SVEN_4813	-0,12	0,1077363
SVEN_1581	-0,12	0,1081402
SVEN_3975	-0,12	0,1094057
SVEN_4853	-0,12	0,1094908
SVEN_2974	-0,12	0,1252865
SVEN_5390	-0,12	0,1298816
SVEN_0722	-0,12	0,134639
SVEN_4593	-0,12	0,1390133
SVEN_4862	-0,12	0,1405169
SVEN_1442	-0,12	0,1493262
SVEN_1631	-0,12	0,1514853
SVEN_4798	-0,12	0,1573228
SVEN_2965	-0,12	0,1574682
SVEN_4865	-0,12	0,1600918
SVEN_3896	-0,12	0,172972
SVEN_5262	-0,12	0,1736988
SVEN_1953	-0,12	0,1747296
SVEN_2729	-0,12	0,1836687
SVEN_5395	-0,12	0,188773
SVEN_2916	-0,12	0,1890472
SVEN_3342	-0,12	0,1893899
SVEN_4220	-0,12	0,190616
SVEN_2745	-0,12	0,1907446
SVEN_2793	-0,12	0,1909341
SVEN_4986	-0,12	0,1945409
SVEN_1034	-0,12	0,1970154
SVEN_1267	-0,12	0,1989039
SVEN_2391	-0,12	0,2092149
SVEN_1569	-0,12	0,2107784
SVEN_2336	-0,12	0,2151684
SVEN_2799	-0,12	0,215443
SVEN_4717	-0,12	0,2157642
SVEN_3668	-0,12	0,2236099
SVEN_1258	-0,12	0,2254961
SVEN_4816	-0,12	0,232235
SVEN_0407	-0,12	0,2325978
SVEN_2212	-0,12	0,2486436
SVEN_0951	-0,12	0,2523809
SVEN_2224	-0,12	0,2569339
SVEN_4388	-0,12	0,2591804
SVEN_0958	-0,12	0,279566
SVEN_0970	-0,12	0,2811531
SVEN_0716	-0,12	0,2816379
SVEN_4781	-0,12	0,2972161
SVEN_2069	-0,12	0,3002982
SVEN_4944	-0,12	0,3034254
SVEN_6571	-0,12	0,3046377
SVEN_3849	-0,12	0,3128682
SVEN_1429	-0,12	0,3156834
SVEN_3469	-0,12	0,3230399
SVEN_1771	-0,12	0,3261036
SVEN_2445	-0,12	0,3371034
SVEN_4771	-0,12	0,3405529
SVEN_4403	-0,12	0,3467798
SVEN_3891	-0,12	0,349068
SVEN_0729	-0,12	0,3615163
SVEN_4185	-0,12	0,3635579
SVEN_3337	-0,12	0,3776873
SVEN_6305	-0,12	0,3863392
SVEN_3362	-0,12	0,4000973
SVEN_3186	-0,12	0,4031687
SVEN_6960	-0,12	0,4101103
SVEN_5285	-0,12	0,4101239
SVEN_6169	-0,12	0,414322
SVEN_1356	-0,12	0,422016
SVEN_3667	-0,12	0,4234909
SVEN_7223	-0,12	0,4275841
SVEN_3611	-0,12	0,4364849
SVEN_3788	-0,12	0,4421828
SVEN_4167	-0,12	0,4484552
SVEN_0500	-0,12	0,4515683
SVEN_0150	-0,12	0,4585396
SVEN_2521	-0,12	0,4741863
SVEN_3847	-0,12	0,4793069
SVEN_2214	-0,12	0,4925116
SVEN_4675	-0,12	0,5087176
SVEN_4916	-0,12	0,5189
SVEN_5188	-0,12	0,5423087
SVEN_3050	-0,12	0,553818
SVEN_0375	-0,12	0,5603961
SVEN_2004	-0,12	0,573114
SVEN_1967	-0,12	0,6005856
SVEN_3609	-0,12	0,6028949
SVEN_3161	-0,12	0,6183433
SVEN_4476	-0,12	0,6249723
SVEN_3816	-0,12	0,6401267
SVEN_5002	-0,12	0,6434632
SVEN_5831	-0,12	0,645267
SVEN_3985	-0,12	0,6522682
SVEN_t28	-0,12	0,6639042
SVEN_0876	-0,12	0,6741556
SVEN_1007	-0,12	0,6938687
SVEN_6874	-0,12	0,7133296
SVEN_3898	-0,12	0,7210408
SVEN_4058	-0,12	0,7468819
SVEN_0425	-0,12	0,7646618
SVEN_7330	-0,12	0,7658536
SVEN_6964	-0,12	0,7926159
SVEN_0057	-0,12	0,7957402
SVEN_0394	-0,12	0,8247897
SVEN_0064	-0,12	0,8572908
SVEN_5894	-0,12	0,8609434
SVEN_7371	-0,12	0,8771882
SVEN_2115	-0,12	0,903937
SVEN_5754	-0,12	0,909797
SVEN_5048	-0,13	0,04713495
SVEN_3374	-0,13	0,07400563
SVEN_4802	-0,13	0,08313717
SVEN_4909	-0,13	0,08981177
SVEN_2706	-0,13	0,09033101
SVEN_1687	-0,13	0,09102938
SVEN_2580	-0,13	0,1023533
SVEN_2223	-0,13	0,1052471
SVEN_1125	-0,13	0,1103175
SVEN_1077	-0,13	0,1140536
SVEN_5307	-0,13	0,1234471
SVEN_0824	-0,13	0,1293581
SVEN_1107	-0,13	0,1332468
SVEN_3402	-0,13	0,1479875
SVEN_2389	-0,13	0,1532831
SVEN_3352	-0,13	0,1579699
SVEN_4966	-0,13	0,1628796
SVEN_1249	-0,13	0,1638097
SVEN_4066	-0,13	0,165919
SVEN_3919	-0,13	0,1789575
SVEN_1097	-0,13	0,1834218
SVEN_4918	-0,13	0,1864357
SVEN_3630	-0,13	0,1888655
SVEN_3839	-0,13	0,1924167
SVEN_5540	-0,13	0,1940841
SVEN_5487	-0,13	0,200627
SVEN_1692	-0,13	0,2010917
SVEN_3918	-0,13	0,2062882
SVEN_4319	-0,13	0,2071524
SVEN_3527	-0,13	0,2077938
SVEN_3083	-0,13	0,209262
SVEN_1117	-0,13	0,212837
SVEN_3328	-0,13	0,2183776
SVEN_1310	-0,13	0,2248881
SVEN_4791	-0,13	0,2256886
SVEN_4618	-0,13	0,2303762
SVEN_1447	-0,13	0,2362309
SVEN_4536	-0,13	0,2385319
SVEN_0965	-0,13	0,2400386
SVEN_4042	-0,13	0,2449211
SVEN_3580	-0,13	0,2537118
SVEN_5052	-0,13	0,2613082
SVEN_3715	-0,13	0,2613188
SVEN_5264	-0,13	0,2671472
SVEN_1265	-0,13	0,2847359
SVEN_2763	-0,13	0,2940215
SVEN_7296	-0,13	0,2967729
SVEN_1147	-0,13	0,2996494
SVEN_1245	-0,13	0,2999671
SVEN_4118	-0,13	0,318097
SVEN_0599	-0,13	0,319386
SVEN_0751	-0,13	0,3226607
SVEN_0302	-0,13	0,3234414
SVEN_4453	-0,13	0,3244107
SVEN_2382	-0,13	0,3273824
SVEN_2385	-0,13	0,3278912
SVEN_0406	-0,13	0,3310289
SVEN_2715	-0,13	0,3332516
SVEN_0847	-0,13	0,3541341
SVEN_0244	-0,13	0,3754146
SVEN_0456	-0,13	0,3755001
SVEN_3808	-0,13	0,3812288
SVEN_5061	-0,13	0,3954869
SVEN_6453	-0,13	0,3999602
SVEN_t12	-0,13	0,4382183
SVEN_0370	-0,13	0,4431133
SVEN_4670	-0,13	0,4605032
SVEN_3690	-0,13	0,4688454
SVEN_6925	-0,13	0,4769534
SVEN_3017	-0,13	0,5040525
SVEN_7150	-0,13	0,5272045
SVEN_2959	-0,13	0,5305238
SVEN_7153	-0,13	0,5334123
SVEN_3772	-0,13	0,5454938
SVEN_5091	-0,13	0,547152
SVEN_0376	-0,13	0,5712875
SVEN_3567	-0,13	0,6052883
SVEN_5728	-0,13	0,6184409
SVEN_6817	-0,13	0,6279521
SVEN_0472	-0,13	0,629424
SVEN_6888	-0,13	0,6334975
SVEN_2611	-0,13	0,6371361
SVEN_6317	-0,13	0,6499474
SVEN_0715	-0,13	0,6518906
SVEN_6666	-0,13	0,6552748
SVEN_1203	-0,13	0,6589202
SVEN_7368	-0,13	0,6744184
SVEN_0680	-0,13	0,7005323
SVEN_2306	-0,13	0,7038513
SVEN_6065	-0,13	0,7470546
SVEN_5799	-0,13	0,7506388
SVEN_2855	-0,13	0,7646805
SVEN_3984	-0,13	0,7949131
SVEN_1656	-0,13	0,8021695
SVEN_6844	-0,13	0,8292124
SVEN_6792	-0,13	0,8516003
SVEN_3357	-0,13	0,8772987
SVEN_4792	-0,14	0,04790267
SVEN_5740	-0,14	0,04952396
SVEN_5353	-0,14	0,05370718
SVEN_4600	-0,14	0,05631553
SVEN_1752	-0,14	0,07375612
SVEN_1419	-0,14	0,07482451
SVEN_5006	-0,14	0,07550172
SVEN_4423	-0,14	0,0758115
SVEN_5238	-0,14	0,0852845
SVEN_3129	-0,14	0,09439193
SVEN_5382	-0,14	0,09556218
SVEN_3128	-0,14	0,09852373
SVEN_5734	-0,14	0,1022144
SVEN_1798	-0,14	0,1073473
SVEN_3692	-0,14	0,1078125
SVEN_4541	-0,14	0,122959
SVEN_6491	-0,14	0,1268723
SVEN_4136	-0,14	0,132531
SVEN_1256	-0,14	0,1457837
SVEN_5025	-0,14	0,146332
SVEN_5833	-0,14	0,1491393
SVEN_4125	-0,14	0,1502401
SVEN_2581	-0,14	0,1533975
SVEN_1554	-0,14	0,1559267
SVEN_5295	-0,14	0,1586611
SVEN_1396	-0,14	0,1589234
SVEN_4428	-0,14	0,1593787
SVEN_0678	-0,14	0,1657846
SVEN_2434	-0,14	0,1680364
SVEN_1033	-0,14	0,1690744
SVEN_3672	-0,14	0,1742381
SVEN_5534	-0,14	0,1748432
SVEN_3130	-0,14	0,1924448
SVEN_4373	-0,14	0,2000247
SVEN_3144	-0,14	0,2004023
SVEN_1301	-0,14	0,2032871
SVEN_5864	-0,14	0,2055259
SVEN_5829	-0,14	0,2101336
SVEN_2561	-0,14	0,2172668
SVEN_4130	-0,14	0,2239983
SVEN_6311	-0,14	0,2247114
SVEN_3377	-0,14	0,2279857
SVEN_0521	-0,14	0,2322057
SVEN_1332	-0,14	0,234176
SVEN_2018	-0,14	0,2375882
SVEN_1696	-0,14	0,247122
SVEN_3381	-0,14	0,247257
SVEN_5049	-0,14	0,2479411
SVEN_5106	-0,14	0,2516633
SVEN_6965	-0,14	0,2543176
SVEN_5308	-0,14	0,2680218
SVEN_1275	-0,14	0,268543
SVEN_5185	-0,14	0,2872933
SVEN_7266	-0,14	0,2895643
SVEN_3805	-0,14	0,2901762
SVEN_0893	-0,14	0,2905722
SVEN_2044	-0,14	0,293551
SVEN_1397	-0,14	0,2996548
SVEN_2535	-0,14	0,3061247
SVEN_0233	-0,14	0,3074066
SVEN_6524	-0,14	0,3228311
SVEN_1776	-0,14	0,3253017
SVEN_4336	-0,14	0,3320771
SVEN_2881	-0,14	0,3326107
SVEN_2070	-0,14	0,3365079
SVEN_2441	-0,14	0,3399938
SVEN_2560	-0,14	0,3406915
SVEN_2466	-0,14	0,3420161
SVEN_6315	-0,14	0,3468763
SVEN_1398	-0,14	0,3496374
SVEN_4020	-0,14	0,3544946
SVEN_6546	-0,14	0,3554876
SVEN_0666	-0,14	0,3837373
SVEN_0890	-0,14	0,3851561
SVEN_4517	-0,14	0,389353
SVEN_2686	-0,14	0,3936565
SVEN_0260	-0,14	0,4258118
SVEN_3770	-0,14	0,474348
SVEN_0123	-0,14	0,477024
SVEN_7228	-0,14	0,5073847
SVEN_2312	-0,14	0,5235774
SVEN_2911	-0,14	0,5349211
SVEN_5465	-0,14	0,5431784
SVEN_3194	-0,14	0,5468918
SVEN_4488	-0,14	0,5495518
SVEN_6893	-0,14	0,5900172
SVEN_1619	-0,14	0,5984836
SVEN_5576	-0,14	0,6001348
SVEN_3954	-0,14	0,6149194
SVEN_3292	-0,14	0,6173614
SVEN_4236	-0,14	0,6216555
SVEN_4021	-0,14	0,6413301
SVEN_4437	-0,14	0,6602665
SVEN_5618	-0,14	0,667699
SVEN_5755	-0,14	0,6687717
SVEN_0789	-0,14	0,6970219
SVEN_0548	-0,14	0,716292
SVEN_2652	-0,14	0,7243278
SVEN_3268	-0,14	0,7317452
SVEN_3603	-0,14	0,7573707
SVEN_4234	-0,14	0,7602455
SVEN_5422	-0,14	0,7230989
SVEN_7001	-0,14	0,7477429
SVEN_6726	-0,14	0,7569338
SVEN_6549	-0,14	0,8059048
SVEN_4826	-0,14	0,8086183
SVEN_2582	-0,14	0,809701
SVEN_6652	-0,14	0,8135753
SVEN_5627	-0,14	0,8399338
SVEN_2546	-0,14	0,8407387
SVEN_6770	-0,14	0,8741672
SVEN_7149	-0,14	0,8767555
SVEN_0494	-0,14	0,8906038
SVEN_1658	-0,14	0,8933723
EBG00001120606	-0,14	0,8943923
SVEN_2707	-0,15	0,02354561
SVEN_2971	-0,15	0,03205207
SVEN_5398	-0,15	0,04285288
SVEN_5401	-0,15	0,05648905
SVEN_0975	-0,15	0,06509144
SVEN_4221	-0,15	0,0737577
SVEN_1426	-0,15	0,08224465
SVEN_3866	-0,15	0,0859291
SVEN_3116	-0,15	0,08696349
SVEN_1126	-0,15	0,09260135
SVEN_1068	-0,15	0,1110062
SVEN_3932	-0,15	0,1120329
SVEN_5032	-0,15	0,1128832
SVEN_5923	-0,15	0,1174521
SVEN_5294	-0,15	0,1234164
SVEN_3588	-0,15	0,1277939
SVEN_3227	-0,15	0,1364299
SVEN_2553	-0,15	0,1400809
SVEN_4710	-0,15	0,1494626
SVEN_2591	-0,15	0,1519678
SVEN_1404	-0,15	0,1552895
SVEN_1742	-0,15	0,1593208
SVEN_5020	-0,15	0,1626232
SVEN_1288	-0,15	0,1713952
SVEN_6493	-0,15	0,1737796
SVEN_1549	-0,15	0,1767073
SVEN_5391	-0,15	0,1849178
SVEN_1201	-0,15	0,1890791
SVEN_4389	-0,15	0,1929895
SVEN_1992	-0,15	0,1998113
SVEN_3974	-0,15	0,2031194
SVEN_3883	-0,15	0,2041699
SVEN_2660	-0,15	0,2106851
SVEN_3850	-0,15	0,2219695
SVEN_1425	-0,15	0,2225298
SVEN_7302	-0,15	0,2314707
SVEN_4296	-0,15	0,2374955
SVEN_3228	-0,15	0,2416187
SVEN_2562	-0,15	0,2487889
SVEN_4383	-0,15	0,2496888
SVEN_2767	-0,15	0,2512785
SVEN_6961	-0,15	0,2533591
SVEN_6834	-0,15	0,2542787
SVEN_4839	-0,15	0,2567081
SVEN_4433	-0,15	0,2662309
SVEN_1214	-0,15	0,2699572
SVEN_1241	-0,15	0,2868646
SVEN_1850	-0,15	0,2924829
SVEN_5144	-0,15	0,3035587
SVEN_4702	-0,15	0,3036011
SVEN_0899	-0,15	0,3261837
SVEN_1987	-0,15	0,3285426
SVEN_5889	-0,15	0,3347222
SVEN_1055	-0,15	0,3367238
SVEN_4328	-0,15	0,3379247
SVEN_2820	-0,15	0,3452568
SVEN_3665	-0,15	0,3523274
SVEN_3785	-0,15	0,4095587
SVEN_6110	-0,15	0,4168047
SVEN_t7	-0,15	0,4185314
SVEN_6309	-0,15	0,4711486
SVEN_0124	-0,15	0,4726065
SVEN_4724	-0,15	0,4774001
SVEN_4732	-0,15	0,4782351
SVEN_3510	-0,15	0,4792208
SVEN_4930	-0,15	0,4852089
SVEN_3160	-0,15	0,4988489
SVEN_6681	-0,15	0,5436299
SVEN_7238	-0,15	0,554287
SVEN_1293	-0,15	0,5578032
SVEN_6566	-0,15	0,5585793
SVEN_3277	-0,15	0,561219
SVEN_0301	-0,15	0,5783358
SVEN_3306	-0,15	0,5918363
SVEN_2419	-0,15	0,6009101
SVEN_1513	-0,15	0,6116169
SVEN_1368	-0,15	0,6605098
SVEN_2046	-0,15	0,6727504
SVEN_5367	-0,15	0,6775448
SVEN_2356	-0,15	0,6806034
SVEN_2710	-0,15	0,6883876
SVEN_1314	-0,15	0,7035397
SVEN_6725	-0,15	0,7197239
SVEN_7163	-0,15	0,7247161
SVEN_3455	-0,15	0,7561645
SVEN_6943	-0,15	0,7612527
SVEN_6348	-0,15	0,7847054
SVEN_1675	-0,15	0,7850183
SVEN_5477	-0,15	0,8123062
SVEN_2708	-0,16	0,02567558
SVEN_5549	-0,16	0,02642935
SVEN_3336	-0,16	0,03743575
SVEN_5733	-0,16	0,04317428
SVEN_3405	-0,16	0,04365461
SVEN_3188	-0,16	0,04614968
SVEN_2254	-0,16	0,04852013
SVEN_1769	-0,16	0,05059113
SVEN_1958	-0,16	0,05085873
SVEN_4533	-0,16	0,05276514
SVEN_3231	-0,16	0,05834492
SVEN_3394	-0,16	0,06434189
SVEN_5516	-0,16	0,06932667
SVEN_4775	-0,16	0,07377868
SVEN_1127	-0,16	0,07404382
SVEN_1133	-0,16	0,07704568
SVEN_4720	-0,16	0,07922005
SVEN_3345	-0,16	0,0814851
SVEN_1061	-0,16	0,08213576
SVEN_6029	-0,16	0,08671024
SVEN_4590	-0,16	0,0872168
SVEN_3680	-0,16	0,09361885
SVEN_1621	-0,16	0,09392346
SVEN_1734	-0,16	0,09618224
SVEN_5306	-0,16	0,09648818
SVEN_1957	-0,16	0,0976682
SVEN_5267	-0,16	0,1071274
SVEN_4386	-0,16	0,1151106
SVEN_5008	-0,16	0,1160826
SVEN_5350	-0,16	0,1206473
SVEN_4385	-0,16	0,1237755
SVEN_1796	-0,16	0,1262012
SVEN_2329	-0,16	0,1267385
SVEN_3416	-0,16	0,1430929
SVEN_2383	-0,16	0,1434447
SVEN_3164	-0,16	0,1450303
SVEN_3815	-0,16	0,1512438
SVEN_3346	-0,16	0,1602197
SVEN_5316	-0,16	0,1669774
SVEN_0154	-0,16	0,1678812
SVEN_0102	-0,16	0,1952878
SVEN_1391	-0,16	0,1959892
SVEN_2835	-0,16	0,2100966
SVEN_4304	-0,16	0,2134867
SVEN_1401	-0,16	0,2191506
SVEN_1443	-0,16	0,2259611
SVEN_2903	-0,16	0,2390002
SVEN_5171	-0,16	0,2427344
SVEN_0354	-0,16	0,2427898
SVEN_2366	-0,16	0,2607963
SVEN_5875	-0,16	0,2814486
SVEN_6981	-0,16	0,2828304
SVEN_5257	-0,16	0,294453
SVEN_1975	-0,16	0,2971771
SVEN_7179	-0,16	0,3039374
SVEN_3836	-0,16	0,3084225
SVEN_2112	-0,16	0,3325669
SVEN_3185	-0,16	0,3578282
SVEN_2659	-0,16	0,3831522
SVEN_4912	-0,16	0,3993121
SVEN_2039	-0,16	0,4013303
SVEN_4157	-0,16	0,4026514
SVEN_0825	-0,16	0,455672
SVEN_5031	-0,16	0,498163
SVEN_5113	-0,16	0,5278645
SVEN_2760	-0,16	0,554774
SVEN_6121	-0,16	0,5579218
SVEN_6814	-0,16	0,5610603
SVEN_2626	-0,16	0,5650097
SVEN_2483	-0,16	0,6446469
SVEN_7212	-0,16	0,6928025
SVEN_4970	-0,16	0,6935201
SVEN_0158	-0,16	0,7183111
SVEN_7007	-0,16	0,7333082
SVEN_7216	-0,16	0,7581993
SVEN_6195	-0,16	0,8006013
SVEN_6228	-0,16	0,8352229
SVEN_2484	-0,16	0,8376546
SVEN_5476	-0,16	0,9234682
SVEN_1100	-0,17	0,0394242
SVEN_4804	-0,17	0,04240101
SVEN_2351	-0,17	0,04752299
SVEN_0684	-0,17	0,04787823
SVEN_3793	-0,17	0,04859241
SVEN_2976	-0,17	0,06474597
SVEN_5512	-0,17	0,06573476
SVEN_1115	-0,17	0,06709773
SVEN_2785	-0,17	0,06768141
SVEN_5311	-0,17	0,07263127
SVEN_5241	-0,17	0,08027352
SVEN_3688	-0,17	0,08059105
SVEN_6405	-0,17	0,08303125
SVEN_5167	-0,17	0,08636654
SVEN_4258	-0,17	0,08941131
SVEN_1032	-0,17	0,08953536
