logFC	FDR	gene	add_variable
0,4351	0,105686	SCO3508	liquid culture
-0,521	0,002875	SCO2154	liquid culture
-0,7926	0,000308	SCO3364	liquid culture
-0,6143	0,000511	SCO6136	liquid culture
0,2037	0,245644	SCO3037	liquid culture
-0,6254	5,10E-05	SCO2614	liquid culture
-3,226	0	SCO6679	liquid culture
1,0542	3,50E-05	SCO0491	liquid culture
0,1585	0,489698	SCO6771	liquid culture
-1,7026	1,00E-06	SCO6096	liquid culture
-1,6802	0	SCO1934	liquid culture
-1,5792	1,40E-05	SCO4629	liquid culture
-0,8986	5,00E-06	SCO4806	liquid culture
-2,442	0	SCO3470	liquid culture
-0,8357	1,20E-05	SCO6018	liquid culture
2,7835	0	SCO4228	liquid culture
0,0853	0,742215	SCO2792	liquid culture
-1,8495	0	SCO5260	liquid culture
-0,783	2,00E-06	SCO1153	liquid culture
-0,1772	0,37063	SCO2179	liquid culture
-0,161	0,438742	SCO6221	liquid culture
-0,5717	0,001187	SCO6075	liquid culture
-2,568	2,00E-06	SCO3261	liquid culture
0,0502	0,833595	SCO6019	liquid culture
-0,7606	0,000447	SCO3602	liquid culture
0,0244	0,920608	SCO6263	liquid culture
-0,7371	0,003874	SCO0855	liquid culture
-0,9704	2,00E-06	SCO1849	liquid culture
-0,9018	2,00E-06	SCO3812	liquid culture
0,1714	0,342946	SCO1681	liquid culture
-1,1493	1,00E-06	SCO5547	liquid culture
0,2002	0,270024	SCO2101	liquid culture
-0,3369	0,09231	SCO7495	liquid culture
-0,0223	0,924879	SCO2196	liquid culture
-1,9211	6,00E-06	SCO3425	liquid culture
0,8133	9,70E-05	SCO2633	liquid culture
-0,0909	0,690197	SCO6687	liquid culture
-0,5377	0,009978	SCO1938	liquid culture
-0,2223	0,208988	SCO2054	liquid culture
1,0392	0	SCO3157	liquid culture
0,0226	0,923806	SCO2268	liquid culture
-0,7265	3,30E-05	SCO4041	liquid culture
0,2592	0,109591	SCO1170	liquid culture
-1,4369	2,00E-06	SCO5726	liquid culture
0,1934	0,369007	SCO3403	liquid culture
-1,3074	0,000175	SCO2852	liquid culture
-0,7651	0,000494	SCO6917	liquid culture
0,0485	0,843265	SCO0939	liquid culture
-0,3294	0,023894	SCO3565	liquid culture
0,0432	0,879651	SCO2300	liquid culture
0,3123	0,036645	SCO6459	liquid culture
0,5748	0,000308	SCO3227	liquid culture
-0,5471	0,002163	SCO4449	liquid culture
-0,0631	0,786181	SCO1924	liquid culture
-0,528	0,001139	SCO6502	liquid culture
-0,1831	0,348772	SCO5928	liquid culture
-0,8137	3,00E-06	SCO2334	liquid culture
-1,0427	0,001917	SCO0156	liquid culture
0,6445	0,012183	SCO7793	liquid culture
-1,5048	0	SCO4333	liquid culture
-0,9077	7,00E-06	SCO5535	liquid culture
-0,279	0,100962	SCO3185	liquid culture
-2,2163	0	SCO0426	liquid culture
0,5736	0,014557	SCO1348	liquid culture
-0,1351	0,582057	SCO5676	liquid culture
1,8849	9,00E-06	SCO3220	liquid culture
-0,7358	2,70E-05	SCO1853	liquid culture
-0,0694	0,763877	SCO3962	liquid culture
0,2715	0,334539	SCO6338	liquid culture
3,0621	0	SCO6198	liquid culture
-0,4054	0,030289	SCO7425	liquid culture
1,0619	1,00E-06	SCO4296	liquid culture
0,2112	0,412705	SCO4212	liquid culture
-0,5736	0,00223	SCO5504	liquid culture
0,0897	0,707555	SCO7655	liquid culture
0,1623	0,399944	SCO6701	liquid culture
-0,6687	2,10E-05	SCO4109	liquid culture
-1,352	0	SCO2024	liquid culture
1,606	0	SCO3670	liquid culture
-1,0856	1,00E-06	SCO3876	liquid culture
0,3285	0,077665	SCO2437	liquid culture
-0,1314	0,588576	SCO1133	liquid culture
-0,6617	0,000374	SCO0821	liquid culture
-1,3321	0	SCO4327	liquid culture
0,8164	3,30E-05	SCO6358	liquid culture
-0,3667	0,009575	SCO1447	liquid culture
1,0646	0,000749	SCO0227	liquid culture
-1,1915	0	SCO2553	liquid culture
-1,1852	0	SCO3068	liquid culture
-0,8198	0,000216	SCO1067	liquid culture
-0,7309	4,90E-05	SCO4786	liquid culture
-2,1368	0	SCO4497	liquid culture
-1,2997	0	SCO4028	liquid culture
-1,5557	0	SCO0582	liquid culture
-1,1505	0,000161	SCO5777	liquid culture
-0,6255	0,003883	SCO3499	liquid culture
4,00E-04	0,998696	SCO5208	liquid culture
0,0268	0,920168	SCO7100	liquid culture
-0,4521	0,002751	SCO1518	liquid culture
3,00E-04	0,998912	SCO1342	liquid culture
-1,2353	0	SCO6259	liquid culture
-0,4601	0,002469	SCO5926	liquid culture
-0,0049	0,983723	SCO7687	liquid culture
-0,6982	1,20E-05	SCO4771	liquid culture
-0,3012	0,042199	SCO2122	liquid culture
0,5799	0,138955	SCO5019	liquid culture
0,1276	0,575779	SCO7603	liquid culture
0,2377	0,148704	SCO1665	liquid culture
-0,8616	3,00E-06	SCO5066	liquid culture
-0,9294	7,00E-06	SCO3911	liquid culture
0,4375	0,010481	SCO1654	liquid culture
-0,8467	9,80E-05	SCO3981	liquid culture
0,726	9,00E-06	SCO4285	liquid culture
-1,5591	0	SCO3952	liquid culture
-1,4627	1,00E-06	SCO2913	liquid culture
-0,3357	0,038654	SCO4434	liquid culture
-0,0618	0,791987	SCO6436	liquid culture
-0,1069	0,638865	SCO0427	liquid culture
-2,0338	0	SCO2994	liquid culture
-1,112	0	SCO0245	liquid culture
-1,7373	0	SCO3895	liquid culture
0,5853	0,002223	SCO2487	liquid culture
-0,4367	0,117688	SCO0157	liquid culture
-0,3683	0,043905	SCO4591	liquid culture
-0,1622	0,398859	SCO2971	liquid culture
0,0928	0,694083	SCO2849	liquid culture
-0,472	0,025476	SCO1389	liquid culture
-0,4674	0,003629	SCO1808	liquid culture
-1,7268	2,00E-06	SCO5499	liquid culture
-0,328	0,0482	SCO2358	liquid culture
-0,0661	0,791676	SCO4509	liquid culture
-1,3544	0	SCO3191	liquid culture
-0,3717	0,051638	SCO1214	liquid culture
2,5769	0	SCO4199	liquid culture
1,3499	0,002281	SCO5536	liquid culture
-0,4841	0,000685	SCO6646	liquid culture
-1,7654	0	SCO3921	liquid culture
0,6913	0,01982	SCO5772	liquid culture
0,4487	0,021931	SCO2811	liquid culture
-0,2786	0,091635	SCO3615	liquid culture
-1,2019	7,60E-05	SCO3338	liquid culture
-0,1196	0,581502	SCO2273	liquid culture
-0,9726	3,00E-06	SCO1922	liquid culture
1,2356	0	SCO6743	liquid culture
0,7068	0,002284	SCO3671	liquid culture
-0,9937	1,00E-06	SCO4954	liquid culture
-0,2288	0,309025	SCO1638	liquid culture
-1,496	0	SCO3732	liquid culture
-1,2209	0	SCO4785	liquid culture
-0,0062	0,979438	SCO1616	liquid culture
-3,0874	0	SCO0441	liquid culture
-2,7854	0	SCO0740	liquid culture
0,2022	0,257839	SCO6438	liquid culture
-0,7353	2,30E-05	SCO7724	liquid culture
2,449	0	SCO6694	liquid culture
-1,136	1,20E-05	SCO2141	liquid culture
0,1505	0,469853	SCO4417	liquid culture
-0,7833	6,30E-05	SCO3429	liquid culture
-1,732	0	SCO1505	liquid culture
-0,9693	1,00E-06	SCO3650	liquid culture
-1,1309	0	SCO3912	liquid culture
-1,4471	0	SCO3582	liquid culture
0,9263	4,00E-05	SCO3389	liquid culture
-1,6111	0	SCO4431	liquid culture
-1,0229	0	SCO3864	liquid culture
0,2295	0,203181	SCO4779	liquid culture
2,9628	1,00E-06	SCO4141	liquid culture
0,347	0,018621	SCO3387	liquid culture
-0,3554	0,278714	SCO4051	liquid culture
0,094	0,687989	SCO2646	liquid culture
-0,0026	0,991805	SCO3635	liquid culture
0,7284	0,000996	SCO3242	liquid culture
-0,3462	0,029039	SCO2506	liquid culture
-0,272	0,14147	SCO5236	liquid culture
0,5162	0,088402	SCO0172	liquid culture
-0,1074	0,660218	SCO7807	liquid culture
-0,4644	0,014322	SCO2735	liquid culture
-0,853	0,000173	SCO3053	liquid culture
-1,2837	2,00E-06	SCO1488	liquid culture
5,8995	0	SCO1968	liquid culture
-0,9536	3,00E-06	SCO1916	liquid culture
-0,0543	0,821188	SCO2093	liquid culture
-0,6855	0,001361	SCO1412	liquid culture
-1,3511	8,30E-05	SCO3270	liquid culture
-0,1389	0,527777	SCO6148	liquid culture
0,8123	0,011441	SCO4623	liquid culture
-0,6043	0,00011	SCO3907	liquid culture
-0,4573	0,013641	SCO7689	liquid culture
-0,8765	0,000136	SCO2319	liquid culture
-0,8348	0,001608	SCO3870	liquid culture
-0,6491	0,000396	SCO2125	liquid culture
-1,3779	0	SCO2468	liquid culture
-0,6465	0,009201	SCO4365	liquid culture
-0,4206	0,004752	SCO2356	liquid culture
-2,1419	3,40E-05	SCO3719	liquid culture
-0,4194	0,128011	SCO6100	liquid culture
-0,6868	0,003124	SCO6107	liquid culture
0,6256	0,006279	SCO0213	liquid culture
1,3621	3,00E-06	SCO1873	liquid culture
-0,1627	0,380788	SCO3058	liquid culture
0,5037	0,009692	SCO4803	liquid culture
-1,4478	2,00E-06	SCO2755	liquid culture
-1,3533	0	SCO7011	liquid culture
-0,5062	0,005387	SCO2109	liquid culture
-0,2681	0,177251	SCO0670	liquid culture
-1,1141	0	SCO3874	liquid culture
-0,4347	0,009369	SCO5817	liquid culture
1,9864	0	SCO4947	liquid culture
-0,3117	0,028133	SCO0430	liquid culture
-0,2756	0,076072	SCO5184	liquid culture
0,4013	0,003114	SCO5781	liquid culture
-0,6708	4,10E-05	SCO5923	liquid culture
-1,4348	0	SCO5977	liquid culture
-1,7692	0	SCO2628	liquid culture
-0,1502	0,453172	SCO5836	liquid culture
0,1086	0,631467	SCO5761	liquid culture
0,3399	0,055403	SCO2737	liquid culture
-0,4752	0,059148	SCO6099	liquid culture
-0,9889	9,00E-06	SCO2738	liquid culture
1,691	0	SCO0493	liquid culture
-1,2521	3,00E-06	SCO2485	liquid culture
-0,0348	0,921133	SCO2261	liquid culture
-0,6635	0,02757	SCO4043	liquid culture
2,4625	0,000435	SCO6266	liquid culture
-0,2169	0,282925	SCO7690	liquid culture
0,0792	0,737804	SCO2298	liquid culture
-1,0453	3,40E-05	SCO4814	liquid culture
0,9243	4,80E-05	SCO1380	liquid culture
-1,1037	7,00E-05	SCO4249	liquid culture
-1,3974	0	SCO3675	liquid culture
-0,9736	2,00E-06	SCO4196	liquid culture
0,8141	0,00044	SCO0570	liquid culture
0,1919	0,375118	SCO6321	liquid culture
-0,12	0,617921	SCO7181	liquid culture
-0,2541	0,282722	SCO4018	liquid culture
-2,2066	0	SCO1484	liquid culture
-1,1515	0	SCO3118	liquid culture
1,0078	0,000713	SCO2214	liquid culture
0,3239	0,166698	SCO0483	liquid culture
-1,3487	1,00E-06	SCO4215	liquid culture
-0,8336	5,00E-06	SCO4163	liquid culture
1,1459	0,002767	SCO0032	liquid culture
0,2795	0,166621	SCO1297	liquid culture
-0,4439	0,189065	SCO5370	liquid culture
-0,0426	0,869608	SCO3199	liquid culture
1,7604	0	SCO3235	liquid culture
-1,9934	0	SCO1483	liquid culture
-0,2386	0,371415	SCO3271	liquid culture
-1,1502	2,60E-05	SCO3376	liquid culture
0,0502	0,846163	SCO6133	liquid culture
-0,0907	0,692517	SCO7286	liquid culture
-0,9908	3,00E-06	SCO3773	liquid culture
-0,5707	0,030231	SCO5410	liquid culture
-1,2326	1,00E-06	SCO1765	liquid culture
-1,2651	2,00E-06	SCO2043	liquid culture
-1,0712	0	SCO1448	liquid culture
-0,0885	0,803512	SCO7106	liquid culture
-0,5708	0,000733	SCO6339	liquid culture
-0,1568	0,534701	SCO7760	liquid culture
1,607	0	SCO3229	liquid culture
-0,7517	0,000685	SCO1652	liquid culture
-0,7529	4,60E-05	SCO1857	liquid culture
0,0387	0,881214	SCO3131	liquid culture
-0,4556	0,005212	SCO2507	liquid culture
-1,0573	0,00325	SCO0025	liquid culture
-0,0983	0,668665	SCO3418	liquid culture
-0,6695	0,001122	SCO7696	liquid culture
-1,634	0	SCO0996	liquid culture
-1,3398	0,000143	SCO0027	liquid culture
-1,205	2,00E-06	SCO6643	liquid culture
-1,9547	0	SCO3176	liquid culture
-2,1451	0	SCO1651	liquid culture
-0,7965	6,00E-06	SCO4013	liquid culture
-1,9473	0	SCO4078	liquid culture
-0,6537	0,000844	SCO5313	liquid culture
-0,7487	2,70E-05	SCO4987	liquid culture
-0,5355	0,053031	SCO6499	liquid culture
-0,5872	0,000738	SCO1990	liquid culture
-0,3848	0,018136	SCO2120	liquid culture
0,1137	0,609253	SCO2731	liquid culture
0,9447	0,003794	SCO6648	liquid culture
1,1798	1,00E-06	SCO5585	liquid culture
-0,2575	0,128562	SCO0875	liquid culture
-0,1305	0,555423	SCO4940	liquid culture
-0,488	0,036174	SCO3333	liquid culture
-1,4402	7,00E-06	SCO0997	liquid culture
1,5704	4,00E-06	SCO4230	liquid culture
0,6237	0,000119	SCO2065	liquid culture
-0,2636	0,109556	SCO2213	liquid culture
-0,8386	0,000103	SCO0543	liquid culture
-3,1803	0	SCO0753	liquid culture
-1,6674	0	SCO3360	liquid culture
-1,3515	4,00E-06	SCO7200	liquid culture
-0,2387	0,233771	SCO2463	liquid culture
0,0338	0,900073	SCO7617	liquid culture
1,2691	0,000195	SCO7717	liquid culture
0,5183	0,053145	SCO4953	liquid culture
1,7728	5,00E-06	SCO4161	liquid culture
2,4068	0	SCO3889	liquid culture
0,0278	0,906537	SCO4999	liquid culture
0,2673	0,152322	SCO7424	liquid culture
-0,1664	0,366349	SCO5486	liquid culture
-1,3656	0	SCO3868	liquid culture
1,875	0	SCO4413	liquid culture
-0,8824	5,30E-05	SCO4951	liquid culture
-0,7099	0,015734	SCO3965	liquid culture
-2,278	0	SCO3733	liquid culture
-0,2717	0,091915	SCO3542	liquid culture
0,9042	0,010509	SCO7764	liquid culture
0,2961	0,08327	SCO2564	liquid culture
0,8019	0,003189	SCO6177	liquid culture
-0,5495	0,000674	SCO2992	liquid culture
0,6284	0,001192	SCO0216	liquid culture
0,2506	0,18257	SCO1831	liquid culture
-1,0995	1,00E-06	SCO4364	liquid culture
-0,4151	0,070976	SCO7514	liquid culture
-0,0356	0,893168	SCO3614	liquid culture
-0,5506	0,001012	SCO2613	liquid culture
-0,751	0,001508	SCO4298	liquid culture
-1,3912	0	SCO2328	liquid culture
-0,8608	0,000204	SCO3339	liquid culture
-0,6716	0,008732	SCO0185	liquid culture
-1,0047	2,00E-06	SCO2793	liquid culture
-1,2376	0,000156	SCO5999	liquid culture
-0,1573	0,466295	SCO4424	liquid culture
-0,4814	0,155366	SCO6509	liquid culture
-1,3199	0	SCO7418	liquid culture
-0,721	0,000656	SCO2183	liquid culture
-0,4658	0,007015	SCO2064	liquid culture
-0,6402	0,001699	SCO4205	liquid culture
-0,0475	0,841969	SCO5510	liquid culture
0,8455	0,001346	SCO3287	liquid culture
-0,5096	0,000947	SCO3541	liquid culture
-1,1721	1,00E-06	SCO1762	liquid culture
-0,2807	0,155232	SCO6446	liquid culture
-0,6545	0,00291	SCO7679	liquid culture
0,2002	0,283133	SCO2958	liquid culture
0,7894	8,60E-05	SCO3434	liquid culture
1,1738	7,00E-06	SCO4198	liquid culture
-0,4278	0,134424	SCO5619	liquid culture
0,1701	0,439012	SCO7654	liquid culture
-1,0536	0	SCO4079	liquid culture
2,2273	0	SCO7540	liquid culture
-0,3456	0,137247	SCO3784	liquid culture
-0,5869	0,003787	SCO0278	liquid culture
3,4445	0	SCO1366	liquid culture
0,0959	0,689919	SCO7136	liquid culture
-1,2172	0	SCO3392	liquid culture
0,2381	0,256417	SCO7554	liquid culture
0,6192	0,022988	SCO7313	liquid culture
0,5701	0,009256	SCO6435	liquid culture
-1,6292	1,80E-05	SCO5841	liquid culture
-2,0937	0	SCO7466	liquid culture
-1,8859	0	SCO1523	liquid culture
1,2221	0,001192	SCO0992	liquid culture
-0,2417	0,327425	SCO7744	liquid culture
-1,0225	1,00E-06	SCO0195	liquid culture
1,2544	1,00E-05	SCO0492	liquid culture
-1,0095	0	SCO2390	liquid culture
1,3115	0	SCO3086	liquid culture
-1,5772	0	SCO4490	liquid culture
-1,003	1,00E-06	SCO3575	liquid culture
-0,3188	0,348603	SCO2383	liquid culture
-0,5834	0,00021	SCO4850	liquid culture
-1,3973	0	SCO2395	liquid culture
-0,2477	0,192575	SCO0263	liquid culture
-1,5722	0	SCO3184	liquid culture
-1,7026	0	SCO3060	liquid culture
1,1923	0	SCO4804	liquid culture
-1,2496	2,00E-06	SCO5971	liquid culture
0,267	0,114692	SCO1653	liquid culture
-1,8826	0	SCO4244	liquid culture
2,248	2,00E-06	SCO0993	liquid culture
-1,2417	0,002178	SCO6389	liquid culture
-0,1514	0,442969	SCO1546	liquid culture
-0,8322	0,002621	SCO4463	liquid culture
-0,1102	0,627051	SCO5860	liquid culture
0,0505	0,847175	SCO0217	liquid culture
-0,06	0,819571	SCO4685	liquid culture
-0,8432	1,30E-05	SCO1254	liquid culture
0,3106	0,228101	SCO0558	liquid culture
0,1207	0,628115	SCO6318	liquid culture
-1,4294	0	SCO4328	liquid culture
-0,0956	0,672214	SCO3402	liquid culture
-0,3564	0,033016	SCO3947	liquid culture
-1,7226	1,00E-06	SCO4739	liquid culture
0,4516	0,032606	SCO7688	liquid culture
-0,5662	0,000303	SCO3961	liquid culture
-0,1707	0,375506	SCO2194	liquid culture
-0,9678	1,00E-06	SCO4556	liquid culture
-1,6038	0	SCO4287	liquid culture
-0,9457	1,00E-06	SCO3651	liquid culture
-0,1181	0,590149	SCO1937	liquid culture
-0,7229	0,00077	SCO7773	liquid culture
-0,1358	0,598166	SCO6953	liquid culture
-0,9104	0,005294	SCO0056	liquid culture
2,1335	0	SCO0181	liquid culture
-3,4178	0	SCO0026	liquid culture
0,5537	0,126264	SCO3002	liquid culture
-0,4383	0,041721	SCO1392	liquid culture
0,3163	0,050904	SCO1821	liquid culture
1,3984	6,20E-05	SCO0490	liquid culture
-1,2135	1,00E-06	SCO4839	liquid culture
-0,7395	0,008139	SCO2862	liquid culture
1,486	9,00E-06	SCO0180	liquid culture
0,0454	0,846472	SCO6449	liquid culture
-0,3298	0,053923	SCO5159	liquid culture
-0,3096	0,06457	SCO3869	liquid culture
1,2768	5,00E-06	SCO4801	liquid culture
-0,8576	4,00E-06	SCO3059	liquid culture
-2,0386	1,00E-06	SCO0442	liquid culture
-1,4371	4,00E-06	SCO4808	liquid culture
0,557	0,002508	SCO3696	liquid culture
-1,1375	0	SCO6225	liquid culture
-0,1055	0,637214	SCO6693	liquid culture
-0,7804	1,30E-05	SCO2440	liquid culture
-0,3984	0,010276	SCO2988	liquid culture
-1,3882	7,00E-06	SCO0226	liquid culture
-0,3987	0,037637	SCO2193	liquid culture
-2,174	0	SCO0340	liquid culture
-1,5169	0	SCO4254	liquid culture
0,639	0,00582	SCO3428	liquid culture
-0,5886	0,030011	SCO4639	liquid culture
1,6203	1,00E-06	SCO0169	liquid culture
0,1152	0,619095	SCO6320	liquid culture
1,2062	0,000153	SCO0173	liquid culture
-1,8263	0	SCO4068	liquid culture
0,6506	0,030512	SCO1045	liquid culture
0,2378	0,29451	SCO1295	liquid culture
-0,5491	0,006775	SCO1851	liquid culture
-1,0335	5,00E-05	SCO2605	liquid culture
-0,756	0,000289	SCO1117	liquid culture
-2,212	0	SCO5775	liquid culture
-0,8655	4,10E-05	SCO0748	liquid culture
-2,3168	0	SCO4914	liquid culture
-0,8621	0,000486	SCO3309	liquid culture
-1,976	0	SCO3127	liquid culture
1,4586	4,00E-06	SCO7614	liquid culture
-0,4996	0,000836	SCO3917	liquid culture
1,8467	3,00E-06	SCO1874	liquid culture
-0,2967	0,127796	SCO5906	liquid culture
-0,2541	0,236755	SCO3519	liquid culture
-1,6524	0	SCO4848	liquid culture
-0,4347	0,021246	SCO4158	liquid culture
-0,2048	0,24756	SCO5856	liquid culture
-3,7645	0	SCO2914	liquid culture
1,0922	2,00E-06	SCO4577	liquid culture
0,3251	0,115701	SCO3909	liquid culture
-0,3222	0,153495	SCO6778	liquid culture
0,2143	0,204373	SCO3036	liquid culture
2,8892	0	SCO5584	liquid culture
-1,7774	7,30E-05	SCO2739	liquid culture
-0,4331	0,197468	SCO3089	liquid culture
0,1555	0,454866	SCO0646	liquid culture
-0,8167	1,40E-05	SCO4583	liquid culture
0,9708	0	SCO1453	liquid culture
-0,4209	0,00969	SCO6134	liquid culture
-0,8003	0,00608	SCO5222	liquid culture
-1,8787	9,00E-06	SCO4630	liquid culture
-0,253	0,265669	SCO3367	liquid culture
-0,9206	0,004213	SCO6779	liquid culture
-0,1824	0,57522	SCO1845	liquid culture
-0,0915	0,700008	SCO6494	liquid culture
-0,4367	0,042871	SCO3362	liquid culture
-0,9407	8,00E-06	SCO4377	liquid culture
0,2716	0,10987	SCO7398	liquid culture
-0,4424	0,046998	SCO6686	liquid culture
-0,576	0,043921	SCO7571	liquid culture
-1,5901	0	SCO5646	liquid culture
-0,8901	2,80E-05	SCO1404	liquid culture
1,8859	1,00E-06	SCO1134	liquid culture
-1,2777	1,10E-05	SCO3269	liquid culture
-2,7142	0	SCO0795	liquid culture
-0,1612	0,440785	SCO2206	liquid culture
0,285	0,307461	SCO2471	liquid culture
0,0892	0,757555	SCO6403	liquid culture
-1,4887	0	SCO3564	liquid culture
-1,7646	2,00E-06	SCO4242	liquid culture
-1,3071	0	SCO4658	liquid culture
-1,386	0	SCO2317	liquid culture
-0,7442	4,50E-05	SCO3877	liquid culture
1,7234	5,30E-05	SCO6933	liquid culture
-1,5116	0	SCO3678	liquid culture
-1,6145	0	SCO2505	liquid culture
0,6657	0,002768	SCO2486	liquid culture
-0,7504	0,010682	SCO3988	liquid culture
-1,5375	2,00E-06	SCO3677	liquid culture
-0,005	0,983264	SCO1312	liquid culture
-0,6648	0,000763	SCO1193	liquid culture
1,2155	3,50E-05	SCO3000	liquid culture
0,4945	0,080426	SCO0199	liquid culture
0,0582	0,812138	SCO0212	liquid culture
-0,6842	0,000262	SCO1730	liquid culture
-0,6251	0,000655	SCO1875	liquid culture
1,5348	0	SCO2352	liquid culture
0,3594	0,17766	SCO7615	liquid culture
1,2806	0,000296	SCO5254	liquid culture
-0,006	0,986276	SCO3278	liquid culture
0,1033	0,659234	SCO5566	liquid culture
-0,2292	0,194809	SCO6658	liquid culture
-2,0185	0	SCO2136	liquid culture
-0,1024	0,649229	SCO4186	liquid culture
0,784	9,00E-06	SCO1631	liquid culture
-1,5174	0	SCO4559	liquid culture
-2,6902	0	SCO3791	liquid culture
-1,7646	0,002361	SCO3088	liquid culture
-0,6324	0,00048	SCO0189	liquid culture
-1,1954	9,00E-06	SCO5185	liquid culture
0,4743	0,008924	SCO4145	liquid culture
-0,835	1,60E-05	SCO3165	liquid culture
-0,1602	0,431127	SCO7094	liquid culture
-1,0104	3,00E-06	SCO0428	liquid culture
1,4316	0	SCO6041	liquid culture
1,8817	0,000579	SCO6265	liquid culture
-0,4539	0,053102	SCO1858	liquid culture
0,6546	0,05189	SCO4941	liquid culture
-1,2334	0	SCO4493	liquid culture
-0,7747	1,90E-05	SCO2241	liquid culture
-0,9868	4,00E-06	SCO1506	liquid culture
-0,9404	1,10E-05	SCO1798	liquid culture
-0,6393	0,000661	SCO7271	liquid culture
-1,8732	1,00E-06	SCO2315	liquid culture
-0,9235	5,20E-05	SCO1680	liquid culture
2,4913	4,90E-05	SCO6273	liquid culture
-0,8433	3,00E-06	SCO1663	liquid culture
0,7436	0,000221	SCO6218	liquid culture
-0,9388	0,00448	SCO5907	liquid culture
-2,6673	0	SCO4917	liquid culture
-1,2972	1,20E-05	SCO6124	liquid culture
0,8307	0,002814	SCO4624	liquid culture
0,0281	0,905211	SCO3686	liquid culture
-0,5939	0,006178	SCO0281	liquid culture
-0,2756	0,103439	SCO2991	liquid culture
-1,016	0,000223	SCO2863	liquid culture
-0,7209	0,00035	SCO4988	liquid culture
-0,6191	0,005843	SCO6298	liquid culture
-0,291	0,169053	SCO4483	liquid culture
-0,8054	2,00E-05	SCO1852	liquid culture
-0,4341	0,077507	SCO0188	liquid culture
-1,0837	1,00E-06	SCO3096	liquid culture
1,7171	1,00E-06	SCO7616	liquid culture
-1,3339	0	SCO4156	liquid culture
0,0633	0,805845	SCO3890	liquid culture
-0,8479	0,003534	SCO7638	liquid culture
-0,9573	0,000104	SCO2107	liquid culture
3,2943	0	SCO5770	liquid culture
-1,5313	2,00E-06	SCO3897	liquid culture
-0,5319	0,002866	SCO3285	liquid culture
3,6174	0	SCO5285	liquid culture
0,1131	0,709801	SCO2845	liquid culture
-1,3008	1,60E-05	SCO3398	liquid culture
2,1766	0	SCO5769	liquid culture
-1,5589	0	SCO4313	liquid culture
0,3226	0,062432	SCO2990	liquid culture
1,8026	0,000612	SCO6267	liquid culture
0,596	0,024573	SCO2488	liquid culture
0,1459	0,551605	SCO1785	liquid culture
